mouseGene	humanGene
Nek1	NEK1
Sh3rf1	SH3RF1
Cbr4	CBR4
Palld	PALLD
Ddx60	DDX60
Cpe	CPE
Msmo1	MSMO1
Klhl2	KLHL2
Tmem192	TMEM192
Tma16	TMA16
Naf1	NAF1
Nat2	NAT1
Psd3	PSD3
Sh2d4a	SH2D4A
Csgalnact1	CSGALNACT1
Ints10	INTS10
Lpl	LPL
Slc18a1	SLC18A1
Atp6v1b2	ATP6V1B2
Lzts1	LZTS1
Zfp869	ZNF91
Zfp963	ZNF669
Atp13a1	ATP13A1
Gmip	GMIP
Lpar2	LPAR2
Pbx4	PBX4
Cilp2	CILP2
Ndufa13	NDUFA13
Tssk6	TSSK6
Gatad2a	GATAD2A
Mau2	MAU2
Sugp1	SUGP1
Tm6sf2	TM6SF2
Hapln4	HAPLN4
Rfxank	RFXANK
Nr2c2ap	NR2C2AP
Borcs8	BORCS8
Mef2b	MEF2B
Tmem161a	TMEM161A
Slc25a42	SLC25A42
Armc6	ARMC6
Sugp2	SUGP2
Homer3	HOMER3
Ddx49	DDX49
Cope	COPE
Upf1	UPF1
Comp	COMP
Crtc1	CRTC1
Klhl26	KLHL26
Tmem59l	TMEM59L
Crlf1	CRLF1
Rex1bd	REX1BD
Kxd1	KXD1
Fkbp8	FKBP8
Ell	ELL
Isyna1	ISYNA1
Ssbp4	SSBP4
Lrrc25	LRRC25
Gdf15	GDF15
Pgpep1	PGPEP1
Lsm4	LSM4
Jund	JUND
Pde4c	PDE4C
Rab3a	RAB3A
Mpv17l2	MPV17L2
Pik3r2	PIK3R2
Mast3	MAST3
Il12rb1	IL12RB1
Arrdc2	ARRDC2
Kcnn1	KCNN1
Ccdc124	CCDC124
Slc5a5	SLC5A5
Rpl18a	RPL18A
Map1s	MAP1S
Haus8	HAUS8
Myo9b	MYO9B
Use1	USE1
Ocel1	OCEL1
Nr2f6	NR2F6
Ushbp1	USHBP1
Babam1	BABAM1
Ankle1	ANKLE1
Abhd8	ABHD8
Mrpl34	MRPL34
Dda1	DDA1
Ano8	ANO8
Gtpbp3	GTPBP3
Plvap	PLVAP
Bst2	BST2
Mvb12a	MVB12A
Tmem221	TMEM221
Slc27a1	SLC27A1
Pgls	PGLS
Colgalt1	COLGALT1
Unc13a	UNC13A
Jak3	JAK3
B3gnt3	B3GNT3
Fcho1	FCHO1
Zfp709	ZNF443
Zfp617	ZNF878
Cyp4f18	CYP4F2
Olfr373	OR2Z1
Rab8a	RAB8A
Hsh2d	HSH2D
Fam32a	FAM32A
Ap1m1	AP1M1
Klf2	KLF2
Eps15l1	EPS15L1
Calr3	CALR3
1700030K09Rik	C19orf44
Cherp	CHERP
Slc35e1	SLC35E1
Med26	MED26
Smim7	SMIM7
Tmem38a	TMEM38A
Sin3b	SIN3B
F2rl3	F2RL3
Large1	LARGE1
Hmgxb4	HMGXB4
Tom1	TOM1
Hmox1	HMOX1
Mcm5	MCM5
Rasd2	RASD2
Nr3c2	NR3C2
Arhgap10	ARHGAP10
Prmt9	PRMT9
Tmem184c	TMEM184C
Ednra	EDNRA
Slc10a7	SLC10A7
Lsm6	LSM6
Zfp827	ZNF827
Mmaa	MMAA
Smad1	SMAD1
Otud4	OTUD4
Abce1	ABCE1
Anapc10	ANAPC10
Hhip	HHIP
Smarca5	SMARCA5
Gab1	GAB1
Usp38	USP38
Inpp4b	INPP4B
Il15	IL15
Zfp330	ZNF330
Rnf150	RNF150
Tbc1d9	TBC1D9
Ucp1	UCP1
Elmod2	ELMOD2
Clgn	CLGN
Scoc	SCOC
Ndufb7	NDUFB7
Tecr	TECR
Dnajb1	DNAJB1
Gipc1	GIPC1
Pkn1	PKN1
Ptger1	PTGER1
Adgre5	ADGRE5
Adgrl1	ADGRL1
Asf1b	ASF1B
Prkaca	PRKACA
Samd1	SAMD1
1700067K01Rik	C19orf67
Il27ra	IL27RA
Rln3	RLN3
Rfx1	RFX1
Dcaf15	DCAF15
Podnl1	PODNL1
Cc2d1a	CC2D1A
Nanos3	NANOS3
Zswim4	ZSWIM4
D8Ertd738e	C19orf53
Mri1	MRI1
Ccdc130	CCDC130
Cacna1a	CACNA1A
Ier2	IER2
Nacc1	NACC1
Trmt1	TRMT1
Nfix	NFIX
Lyl1	LYL1
Dand5	DAND5
Gadd45gip1	GADD45GIP1
Rad23a	RAD23A
Calr	CALR
Farsa	FARSA
Syce2	SYCE2
Gcdh	GCDH
Klf1	KLF1
Dnase2a	DNASE2
Mast1	MAST1
Rtbdn	RTBDN
Rnaseh2a	RNASEH2A
Prdx2	PRDX2
Junb	JUNB
Hook2	HOOK2
Best2	BEST2
Trir	TRIR
Tnpo2	TNPO2
Fbxw9	FBXW9
Gm5741	LOC648044
Dhps	DHPS
Wdr83	WDR83
Wdr83os	WDR83OS
Man2b1	MAN2B1
Zfp791	ZNF791
Vps35	VPS35
Orc6	ORC6
4921524J17Rik	C16orf87
Gpt2	GPT2
Dnaja2	DNAJA2
Neto2	NETO2
Itfg1	ITFG1
Phkb	PHKB
Lonp2	LONP2
Siah1a	SIAH1
N4bp1	N4BP1
Zfp423	ZNF423
Cnep1r1	CNEP1R1
Heatr3	HEATR3
Adcy7	ADCY7
Brd7	BRD7
Nkd1	NKD1
Snx20	SNX20
Nod2	NOD2
Cyld	CYLD
Tox3	TOX3
Chd9	CHD9
Rbl2	RBL2
Aktip	AKTIP
Rpgrip1l	RPGRIP1L
Fto	FTO
Irx3	IRX3
Mmp2	MMP2
Lpcat2	LPCAT2
Capns2	CAPNS2
Slc6a2	SLC6A2
Gnao1	GNAO1
Amfr	AMFR
Nudt21	NUDT21
Ogfod1	OGFOD1
Bbs2	BBS2
Nup93	NUP93
Slc12a3	SLC12A3
Herpud1	HERPUD1
Nlrc5	NLRC5
Cpne2	CPNE2
Rspry1	RSPRY1
Arl2bp	ARL2BP
Pllp	PLLP
Ccl22	CCL22
Cx3cl1	CX3CL1
Ccl17	CCL17
Ciapin1	CIAPIN1
Coq9	COQ9
Polr2c	POLR2C
Dok4	DOK4
Ccdc102a	CCDC102A
Adgrg5	ADGRG5
Adgrg1	ADGRG1
Adgrg3	ADGRG3
Katnb1	KATNB1
Kifc3	KIFC3
Zfp319	ZNF319
Usb1	USB1
Mmp15	MMP15
Cfap20	CFAP20
Csnk2a2	CSNK2A2
Gins3	GINS3
Ndrg4	NDRG4
Setd6	SETD6
Cnot1	CNOT1
Sap18b	SAP18
Slc38a7	SLC38A7
Got2	GOT2
Cdh11	CDH11
Cdh5	CDH5
Bean1	BEAN1
Tk2	TK2
Cklf	CKLF
Cmtm3	CMTM3
Cmtm4	CMTM4
Dync1li2	DYNC1LI2
Nae1	NAE1
Car7	CA7
Pdp2	PDP2
Rrad	RRAD
Cbfb	CBFB
D230025D16Rik	PHAF1
B3gnt9	B3GNT9
Tradd	TRADD
Fbxl8	FBXL8
Hsf4	HSF4
Nol3	NOL3
4931428F04Rik	KIAA0895L
Exoc3l	EXOC3L1
E2f4	E2F4
Elmo3	ELMO3
Lrrc29	LRRC29
Tmem208	TMEM208
Slc9a5	SLC9A5
Plekhg4	PLEKHG4
Kctd19	KCTD19
Tppp3	TPPP3
Zdhhc1	ZDHHC1
Hsd11b2	HSD11B2
Atp6v0d1	ATP6V0D1
Agrp	AGRP
Ripor1	RIPOR1
Ctcf	CTCF
Carmil2	CARMIL2
Acd	ACD
Pard6a	PARD6A
Enkd1	ENKD1
Gfod2	GFOD2
Ranbp10	RANBP10
Cenpt	CENPT
Thap11	THAP11
Nutf2	NUTF2
Edc4	EDC4
Nrn1l	NRN1L
Pskh1	PSKH1
Ctrl	CTRL
Psmb10	PSMB10
Lcat	LCAT
Slc12a4	SLC12A4
Dpep3	DPEP3
Dpep2	DPEP2
Dus2	DUS2
Ddx28	DDX28
Nfatc3	NFATC3
Esrp2	ESRP2
Pla2g15	PLA2G15
Slc7a6	SLC7A6
Slc7a6os	SLC7A6OS
Prmt7	PRMT7
Smpd3	SMPD3
Zfp90	ZFP90
Cdh1	CDH1
Tango6	TANGO6
Chtf8	CHTF8
Utp4	UTP4
Sntb2	SNTB2
Vps4a	VPS4A
Pdf	PDF
Cog8	COG8
Nip7	NIP7
Terf2	TERF2
Cyb5b	CYB5B
Nfat5	NFAT5
Nqo1	NQO1
Nob1	NOB1
Wwp2	WWP2
Psmd7	PSMD7
Zfhx3	ZFHX3
Dhx38	DHX38
Txnl4b	TXNL4B
Hp	HP
Dhodh	DHODH
Pkd1l3	PKD1L3
Ist1	IST1
Zfp821	ZNF821
Atxn1l	ATXN1L
Ap1g1	AP1G1
Phlpp2	PHLPP2
Marveld3	MARVELD3
Zfp612	ZNF23
Cmtr2	CMTR2
Vac14	VAC14
Il34	IL34
Sf3b3	SF3B3
Cog4	COG4
St3gal2	ST3GAL2
Ddx19a	DDX19A
Ddx19b	DDX19B
Aars	AARS1
Pdpr	PDPR
Glg1	GLG1
Rfwd3	RFWD3
Mlkl	MLKL
Wdr59	WDR59
Znrf1	ZNRF1
Ldhd	LDHD
Zfp1	ZFP1
Bcar1	BCAR1
Cfdp1	CFDP1
Tmem170	TMEM170A
Tmem231	TMEM231
Gabarapl2	GABARAPL2
Adat1	ADAT1
Kars	KARS1
Terf2ip	TERF2IP
Mon1b	MON1B
Nudt7	NUDT7
Wwox	WWOX
Maf	MAF
Cdyl2	CDYL2
Cmc2	CMC2
Cenpn	CENPN
Atmin	ATMIN
1700030J22Rik	C16orf46
Gcsh	GCSH
Pkd1l2	PKD1L2
Bco1	BCO1
Gan	GAN
Cmip	CMIP
Plcg2	PLCG2
Sdr42e1	SDR42E1
Hsd17b2	HSD17B2
Mphosph6	MPHOSPH6
Cdh13	CDH13
Hsbp1	HSBP1
Mlycd	MLYCD
Osgin1	OSGIN1
Mbtps1	MBTPS1
Hsdl1	HSDL1
Taf1c	TAF1C
Atp2c2	ATP2C2
Cotl1	COTL1
Klhl36	KLHL36
Usp10	USP10
Crispld2	CRISPLD2
Zdhhc7	ZDHHC7
6430548M08Rik	KIAA0513
Gse1	GSE1
Gins2	GINS2
1190005I06Rik	C16orf74
Emc8	EMC8
Cox4i1	COX4I1
Irf8	IRF8
Foxf1	FOXF1
Mthfsd	MTHFSD
Foxc2	FOXC2
Foxl1	FOXL1
Fbxo31	FBXO31
Map1lc3b	MAP1LC3B
Zcchc14	ZCCHC14
Klhdc4	KLHDC4
Slc7a5	SLC7A5
Car5a	CA5A
Banp	BANP
Zfp469	ZNF469
Zfpm1	ZFPM1
Zc3h18	ZC3H18
Cyba	CYBA
Mvd	MVD
Snai3	SNAI3
Rnf166	RNF166
Ctu2	CTU2
Piezo1	PIEZO1
Cdt1	CDT1
Aprt	APRT
Galns	GALNS
Trappc2l	TRAPPC2L
Cbfa2t3	CBFA2T3
Acsf3	ACSF3
Cdh15	CDH15
Ankrd11	ANKRD11
Spg7	SPG7
Rpl13	RPL13
Cpne7	CPNE7
Dpep1	DPEP1
Chmp1a	CHMP1A
Spata33	SPATA33
Cdk10	CDK10
Spata2l	SPATA2L
Vps9d1	VPS9D1
Zfp276	ZNF276
Fanca	FANCA
Spire2	SPIRE2
Tcf25	TCF25
Mc1r	MC1R
Tubb3	TUBB3
Def8	DEF8
Dbndd1	DBNDD1
Gas8	GAS8
Rhou	RHOU
Rab4a	RAB4A
Ccsap	CCSAP
Acta1	ACTA1
Nup133	NUP133
Abcb10	ABCB10
Taf5l	TAF5L
Urb2	URB2
Galnt2	GALNT2
Pgbd5	PGBD5
Cog2	COG2
Capn9	CAPN9
2310022B05Rik	C1orf198
Ttc13	TTC13
Arv1	ARV1
Fam89a	FAM89A
2810004N23Rik	C1orf131
Gnpat	GNPAT
Exoc8	EXOC8
Sprtn	SPRTN
Egln1	EGLN1
Tsnax	TSNAX
Disc1	DISC1
Sipa1l2	SIPA1L2
Map10	MAP10
Ntpcr	NTPCR
Kcnk1	KCNK1
Tarbp1	TARBP1
Irf2bp2	IRF2BP2
Tomm20	TOMM20
Rbm34	RBM34
Pard3	PARD3
Nrp1	NRP1
Itgb1	ITGB1
Flnb	FLNB
Dnase1l3	DNASE1L3
Abhd6	ABHD6
Rpp14	RPP14
Pxk	PXK
Pdhb	PDHB
Kctd6	KCTD6
Acox2	ACOX2
Fhit	FHIT
Ptprg	PTPRG
3830406C13Rik	C3orf14
Thoc7	THOC7
Atxn7	ATXN7
Psmd6	PSMD6
Il3ra	IL3RA
Slc4a7	SLC4A7
Oxsm	OXSM
Ngly1	NGLY1
Top2b	TOP2B
Rarb	RARB
Thrb	THRB
Nr1d2	NR1D2
Rpl15	RPL15
Nkiras1	NKIRAS1
Ube2e1	UBE2E1
Ube2e2	UBE2E2
Nid2	NID2
Rtraf	RTRAF
Gng2	GNG2
Saysd1	SAYSD1
Kcnk5	KCNK5
Nudt13	NUDT13
Ecd	ECD
Fam149b	FAM149B1
Dnajc9	DNAJC9
Mrps16	MRPS16
Anxa7	ANXA7
Mss51	MSS51
Ppp3cb	PPP3CB
Usp54	USP54
Myoz1	MYOZ1
Sec24c	SEC24C
Fut11	FUT11
Chchd1	CHCHD1
Zswim8	ZSWIM8
Ndst2	NDST2
Camk2g	CAMK2G
Plau	PLAU
Vcl	VCL
Ap3m1	AP3M1
Adk	ADK
Dusp13	DUSP13
Samd8	SAMD8
Vdac2	VDAC2
Comtd1	COMTD1
Zfp503	ZNF503
Lrmda	LRMDA
Dlg5	DLG5
Polr3a	POLR3A
Rps24	RPS24
Zmiz1	ZMIZ1
Ppif	PPIF
Zcchc24	ZCCHC24
Anxa11	ANXA11
Slmap	SLMAP
Dennd6a	DENND6A
Arf4	ARF4
Pde12	PDE12
Dnah12	DNAH12
Appl1	APPL1
Il17rd	IL17RD
Arhgef3	ARHGEF3
Ccdc66	CCDC66
Erc2	ERC2
Wnt5a	WNT5A
Selenok	SELENOK
Actr8	ACTR8
Il17rb	IL17RB
Chdh	CHDH
Cacna1d	CACNA1D
Dcp1a	DCP1A
Tkt	TKT
Prkcd	PRKCD
Rft1	RFT1
Sfmbt1	SFMBT1
Mustn1	MUSTN1
Itih4	ITIH4
Nek4	NEK4
Spcs1	SPCS1
Glt8d1	GLT8D1
Gnl3	GNL3
Pbrm1	PBRM1
Nt5dc2	NT5DC2
Stab1	STAB1
Tnnc1	TNNC1
Phf7	PHF7
Bap1	BAP1
Capn7	CAPN7
Sh3bp5	SH3BP5
Mettl6	METTL6
Eaf1	EAF1
Hacl1	HACL1
Btd	BTD
Ankrd28	ANKRD28
Galnt15	GALNT15
Dph3	DPH3
Oxnad1	OXNAD1
Ncoa4	NCOA4
Timm23	TIMM23
Parg	PARG
Ercc6	ERCC6
Fam170b	FAM170B
Vstm4	VSTM4
Wdfy4	WDFY4
Arhgap22	ARHGAP22
Mapk8	MAPK8
Gdf10	GDF10
Syt15	SYT15
Glud1	GLUD1
Sncg	SNCG
Mmrn2	MMRN2
Bmpr1a	BMPR1A
Wapl	WAPL
Grid1	GRID1
Ccser2	CCSER2
Ghitm	GHITM
Sh2d4b	SH2D4B
Tspan14	TSPAN14
Ptger2	PTGER2
Txndc16	TXNDC16
Gpr137c	GPR137C
Psmc6	PSMC6
Styx	STYX
Gnpnat1	GNPNAT1
Fermt2	FERMT2
Ddhd1	DDHD1
Bmp4	BMP4
Cdkn3	CDKN3
Cnih1	CNIH1
Gmfb	GMFB
Cgrrf1	CGRRF1
Samd4	SAMD4A
Gch1	GCH1
Wdhd1	WDHD1
Socs4	SOCS4
Mapk1ip1l	MAPK1IP1L
Lgals3	LGALS3
Dlgap5	DLGAP5
Fbxo34	FBXO34
Atg14	ATG14
Peli2	PELI2
Tmem260	TMEM260
Exoc5	EXOC5
Ap5m1	AP5M1
Naa30	NAA30
Ttc5	TTC5
Ccnb1ip1	CCNB1IP1
Parp2	PARP2
Tep1	TEP1
Klhl33	KLHL33
Osgep	OSGEP
Apex1	APEX1
Pnp	PNP
Rnase10	RNASE10
Rnase4	RNASE4
Ang	ANG
Rnase6	RNASE6
Rnase2a	RNASE2
Mettl17	METTL17
Slc39a2	SLC39A2
Ndrg2	NDRG2
Arhgef40	ARHGEF40
Zfp219	ZNF219
Tmem253	TMEM253
Hnrnpc	HNRNPC
Rpgrip1	RPGRIP1
Supt16	SUPT16H
Chd8	CHD8
Rab2b	RAB2B
Tox4	TOX4
Mettl3	METTL3
Sall2	SALL2
Dad1	DAD1
Abhd4	ABHD4
Oxa1l	OXA1L
Slc7a7	SLC7A7
Mrpl52	MRPL52
Mmp14	MMP14
Lrp10	LRP10
Rem2	REM2
Prmt5	PRMT5
Haus4	HAUS4
Ajuba	AJUBA
4931414P19Rik	C14orf93
Psmb5	PSMB5
Cdh24	CDH24
Acin1	ACIN1
1700123O20Rik	C14orf119
Cebpe	CEBPE
Slc7a8	SLC7A8
Homez	HOMEZ
Ppp1r3e	PPP1R3E
Bcl2l2	BCL2L2
Pabpn1	PABPN1
Slc22a17	SLC22A17
Efs	EFS
Cmtm5	CMTM5
Ngdn	NGDN
Zfhx2	ZFHX2
Ap1g2	AP1G2
Dhrs4	DHRS4
Pck2	PCK2
Dcaf11	DCAF11
Fitm1	FITM1
Psme1	PSME1
Emc9	EMC9
Psme2	PSME2
Rnf31	RNF31
Irf9	IRF9
Ipo4	IPO4
Tm9sf1	TM9SF1
Tssk4	TSSK4
Mdp1	MDP1
Nedd8	NEDD8
Gmpr2	GMPR2
Tinf2	TINF2
Tgm1	TGM1
Rabggta	RABGGTA
Dhrs1	DHRS1
Nop9	NOP9
Cideb	CIDEB
Ltb4r2	LTB4R2
Ltb4r1	LTB4R
Adcy4	ADCY4
Ripk3	RIPK3
Nfatc4	NFATC4
Nynrin	NYNRIN
Khnyn	KHNYN
Sdr39u1	SDR39U1
Cma1	CMA1
Ctsg	CTSG
Gzme	GZMH
Gzmd	GZMH
Gzmg	GZMH
Gzmf	GZMH
Cenpj	CENPJ
Parp4	PARP4
Mphosph8	MPHOSPH8
Pspc1	PSPC1
Zmym5	ZMYM5
Zmym2	ZMYM2
Gjb2	GJB2
Cryl1	CRYL1
Ift88	IFT88
Il17d	IL17D
Eef1akmt1	EEF1AKMT1
Xpo4	XPO4
Lats2	LATS2
Sap18	SAP18
Ska3	SKA3
Mrpl57	MRPL57
Zdhhc20	ZDHHC20
Micu2	MICU2
Fgf9	FGF9
Rcbtb1	RCBTB1
Phf11a	PHF11
Phf11b	PHF11
Phf11d	PHF11
Phf11c	PHF11
Setdb2	SETDB2
Cab39l	CAB39L
Cdadc1	CDADC1
Shisa2	SHISA2
Nupl1	NUP58
Mtmr6	MTMR6
Amer2	AMER2
Spata13	SPATA13
C1qtnf9	C1QTNF9B
Mipep	MIPEP
Tnfrsf19	TNFRSF19
Arl11	ARL11
Ebpl	EBPL
Kpna3	KPNA3
Spryd7	SPRYD7
Trim13	TRIM13
Kcnrg	KCNRG
Dleu7	DLEU7
Rnaseh2b	RNASEH2B
Ints6	INTS6
Wdfy2	WDFY2
Ctsb	CTSB
Fdft1	FDFT1
Neil2	NEIL2
Gata4	GATA4
Blk	BLK
Fam167a	FAM167A
Mtmr9	MTMR9
Xkr6	XKR6
Pinx1	PINX1
Sox7	SOX7
Msra	MSRA
Kif13b	KIF13B
Hmbox1	HMBOX1
Ints9	INTS9
Extl3	EXTL3
Fzd3	FZD3
Zfp395	ZNF395
Elp3	ELP3
Nuggc	NUGGC
Scara5	SCARA5
Pbk	PBK
Esco2	ESCO2
Ccdc25	CCDC25
Scara3	SCARA3
Clu	CLU
Ephx2	EPHX2
Ptk2b	PTK2B
Trim35	TRIM35
Stmn4	STMN4
Dpysl2	DPYSL2
Bnip3l	BNIP3L
Ppp2r2a	PPP2R2A
Ebf2	EBF2
Cdca2	CDCA2
Kctd9	KCTD9
Gnrh1	GNRH1
Dock5	DOCK5
Nefl	NEFL
Adamdec1	ADAMDEC1
Adam28	ADAM28
Stc1	STC1
Slc25a37	SLC25A37
Loxl2	LOXL2
Chmp7	CHMP7
Tnfrsf10b	TNFRSF10A
Rhobtb2	RHOBTB2
Pebp4	PEBP4
Egr3	EGR3
Bin3	BIN3
Ccar2	CCAR2
9930012K11Rik	C8orf58
Pdlim2	PDLIM2
Sorbs3	SORBS3
Ppp3cc	PPP3CC
Slc39a14	SLC39A14
Piwil2	PIWIL2
Polr3d	POLR3D
Bmp1	BMP1
Lgi3	LGI3
Reep4	REEP4
Hr	HR
Nudt18	NUDT18
Fam160b2	FHIP2B
Dmtn	DMTN
Npm2	NPM2
Xpo7	XPO7
Dok2	DOK2
Gfra2	GFRA2
Fndc3a	FNDC3A
Cysltr2	CYSLTR2
Rcbtb2	RCBTB2
Rb1	RB1
Lpar6	LPAR6
Itm2b	ITM2B
Med4	MED4
Nudt15	NUDT15
Sucla2	SUCLA2
Htr2a	HTR2A
Esd	ESD
Lrch1	LRCH1
Rubcnl	RUBCNL
Lrrc63	LRRC63
Lcp1	LCP1
Siah3	SIAH3
Cog3	COG3
Slc25a30	SLC25A30
Tpt1	TPT1
Gtf2f2	GTF2F2
Kctd4	KCTD4
Gpalpp1	GPALPP1
Nufip1	NUFIP1
Tsc22d1	TSC22D1
Serp2	SERP2
Lacc1	LACC1
Ccdc122	CCDC122
Enox1	ENOX1
Dnajc15	DNAJC15
Epsti1	EPSTI1
Tnfsf11	TNFSF11
Akap11	AKAP11
Dgkh	DGKH
Vwa8	VWA8
Rgcc	RGCC
Naa16	NAA16
Mtrf1	MTRF1
Kbtbd7	KBTBD7
Kbtbd6	KBTBD6
Wbp4	WBP4
Elf1	ELF1
Sugt1	SUGT1
Olfm4	OLFM4
Pcdh17	PCDH17
Diaph3	DIAPH3
Tdrd3	TDRD3
Dach1	DACH1
Mzt1	MZT1
Bora	BORA
Dis3	DIS3
Pibf1	PIBF1
Klf5	KLF5
Klf12	KLF12
Tbc1d4	TBC1D4
Uchl3	UCHL3
Lmo7	LMO7
Kctd12	KCTD12
Acod1	ACOD1
Cln5	CLN5
Fbxl3	FBXL3
Mycbp2	MYCBP2
Slain1	SLAIN1
Ednrb	EDNRB
Pou4f1	POU4F1
Rbm26	RBM26
Ndfip2	NDFIP2
Spry2	SPRY2
Gpc6	GPC6
Tgds	TGDS
Gpr180	GPR180
Sox21	SOX21
Abcc4	ABCC4
Cldn10	CLDN10
Dzip1	DZIP1
Dnajc3	DNAJC3
Uggt2	UGGT2
Mbnl2	MBNL2
Rap2a	RAP2A
Ipo5	IPO5
Farp1	FARP1
Stk24	STK24
Dock9	DOCK9
Ubac2	UBAC2
Gpr18	GPR18
Gpr183	GPR183
Tm9sf2	TM9SF2
Clybl	CLYBL
Zic5	ZIC5
Pcca	PCCA
Ggact	GGACT
Tmtc4	TMTC4
Itgbl1	ITGBL1
Alkbh8	ALKBH8
Cwf19l2	CWF19L2
Aasdhppt	AASDHPPT
Kbtbd3	KBTBD3
Msantd4	MSANTD4
Casp1	CASP1
Casp4	CASP4
Pdgfd	PDGFD
Dync2h1	DYNC2H1
Dcun1d5	DCUN1D5
Mmp13	MMP13
Mmp12	MMP12
Mmp3	MMP3
Mmp10	MMP10
Mmp8	MMP8
Mmp27	MMP27
Tmem123	TMEM123
Birc2	BIRC2
Birc3	BIRC3
Yap1	YAP1
Cep126	CEP126
Trpc6	TRPC6
Pgr	PGR
Arhgap42	ARHGAP42
Jrkl	JRKL
Ccdc82	CCDC82
Mtmr2	MTMR2
Cep57	CEP57
Fam76b	FAM76B
Sesn3	SESN3
Endod1	ENDOD1
Kdm4d	KDM4D
Cwc15	CWC15
Amotl1	AMOTL1
Piwil4	PIWIL4
Fut4	FUT4
1700012B09Rik	C11orf97
Ankrd49	ANKRD49
Mre11a	MRE11
Gpr83	GPR83
Izumo1r	IZUMO1R
Panx1	PANX1
Med17	MED17
4931406C07Rik	C11orf54
Taf1d	TAF1D
Cep295	CEP295
Slc36a4	SLC36A4
Chordc1	CHORDC1
Naalad2	NAALAD2
Zfp558	ZNF558
Zfp317	ZNF317
Zfp560	ZNF560
Zfp26	ZNF778
Zfp426	ZNF426
Zfp266	ZNF266
Zfp846	ZNF846
Fbxl12	FBXL12
Ubl5	UBL5
Pin1	PIN1
Col5a3	COL5A3
Angptl6	ANGPTL6
Ppan	PPAN
Eif3g	EIF3G
Dnmt1	DNMT1
S1pr2	S1PR2
Mrpl4	MRPL4
Icam1	ICAM1
Icam4	ICAM4
Icam5	ICAM5
Raver1	RAVER1
Tyk2	TYK2
Cdc37	CDC37
Pde4a	PDE4A
Keap1	KEAP1
S1pr5	S1PR5
Atg4d	ATG4D
Kri1	KRI1
Cdkn2d	CDKN2D
Ap1m2	AP1M2
Slc44a2	SLC44A2
Ilf3	ILF3
Qtrt1	QTRT1
Dnm2	DNM2
Tmed1	TMED1
AB124611	C19orf38
Carm1	CARM1
Yipf2	YIPF2
Timm29	TIMM29
Smarca4	SMARCA4
Ldlr	LDLR
Spc24	SPC24
Kank2	KANK2
Dock6	DOCK6
Rab3d	RAB3D
Tmem205	TMEM205
Ccdc159	CCDC159
Plppr2	PLPPR2
Swsap1	SWSAP1
Epor	EPOR
Rgl3	RGL3
Prkcsh	PRKCSH
Elavl3	ELAVL3
Zfp653	ZNF653
Ecsit	ECSIT
Cnn1	CNN1
Elof1	ELOF1
Pigyl	PIGY
Anln	ANLN
Rp9	RP9
9530077C05Rik	KIAA0895
Bbs9	BBS9
Bmper	BMPER
Dpy19l1	DPY19L1
Herpud2	HERPUD2
Eepd1	EEPD1
Acad8	ACAD8
Thyn1	THYN1
Vps26b	VPS26B
Ncapd3	NCAPD3
Jam3	JAM3
Igsf9b	IGSF9B
Snx19	SNX19
Adamts15	ADAMTS15
Adamts8	ADAMTS8
Zbtb44	ZBTB44
St14	ST14
Aplp2	APLP2
Prdm10	PRDM10
Nfrkb	NFRKB
Tmem45b	TMEM45B
Barx2	BARX2
Arhgap32	ARHGAP32
Fli1	FLI1
Ets1	ETS1
Kirrel3	KIRREL3
St3gal4	ST3GAL4
Dcps	DCPS
Tirap	TIRAP
Srpr	SRPRA
Foxred1	FOXRED1
Fam118b	FAM118B
Rpusd4	RPUSD4
Cdon	CDON
Ddx25	DDX25
Pus3	PUS3
Hyls1	HYLS1
Pate2	PATE2
Pate1	PATE1
Chek1	CHEK1
Stt3a	STT3A
Ei24	EI24
Fez1	FEZ1
Pknox2	PKNOX2
Tmem218	TMEM218
Slc37a2	SLC37A2
Ccdc15	CCDC15
Robo4	ROBO4
Robo3	ROBO3
Esam	ESAM
Vsig2	VSIG2
Siae	SIAE
Spa17	SPA17
Tbrg1	TBRG1
Vwa5a	VWA5A
Zfp202	ZNF202
Gramd1b	GRAMD1B
Clmp	CLMP
Hspa8	HSPA8
Jhy	JHY
Crtam	CRTAM
Ubash3b	UBASH3B
Sorl1	SORL1
Sc5d	SC5D
Tbcel	TBCEL
Arhgef12	ARHGEF12
Oaf	OAF
Trim29	TRIM29
Nectin1	NECTIN1
Thy1	THY1
Usp2	USP2
Rnf26	RNF26
Mcam	MCAM
Cbl	CBL
Pdzd3	PDZD3
Nlrx1	NLRX1
Abcg4	ABCG4
Hinfp	HINFP
C2cd2l	C2CD2L
Dpagt1	DPAGT1
Hmbs	HMBS
Vps11	VPS11
Hyou1	HYOU1
Slc37a4	SLC37A4
Trappc4	TRAPPC4
Rps25	RPS25
Ccdc84	CENATAC
Foxr1	FOXR1
Upk2	UPK2
Bcl9l	BCL9L
Cxcr5	CXCR5
Ddx6	DDX6
Phldb1	PHLDB1
Arcn1	ARCN1
Ift46	IFT46
Tmem25	TMEM25
Ttc36	TTC36
Kmt2a	KMT2A
Atp5l	ATP5MG
Ube4a	UBE4A
Cd3g	CD3G
Cd3d	CD3D
Cd3e	CD3E
Mpzl2	MPZL2
Mpzl3	MPZL3
Jaml	JAML
Scn2b	SCN2B
Tmprss4	TMPRSS4
